,date,time,action,protocol,src-ip,dist-ip,size,tcpflags,tcpsyn,tcpack,tcpwin,icmptype,icmpcode,path
23811,2021-02-11,17:14:42,ALLOW,UDP,192.168.1.166,75.2.9.108,55362,8181,0,-,-,-,-,SEND
23812,2021-02-11,17:14:42,ALLOW,UDP,192.168.1.166,75.2.69.178,55363,8181,0,-,-,-,-,SEND
23813,2021-02-11,17:14:42,ALLOW,UDP,192.168.1.166,13.248.220.97,55364,8181,0,-,-,-,-,SEND
23814,2021-02-11,17:14:42,ALLOW,UDP,192.168.1.166,151.106.248.1,55365,8181,0,-,-,-,-,SEND
23815,2021-02-11,17:14:42,ALLOW,UDP,192.168.1.166,99.83.187.195,55366,8181,0,-,-,-,-,SEND
23816,2021-02-11,17:14:42,ALLOW,UDP,192.168.1.166,43.229.65.1,55367,8181,0,-,-,-,-,SEND
23817,2021-02-11,17:14:42,ALLOW,UDP,192.168.1.166,75.2.69.178,55368,8181,0,-,-,-,-,SEND
23818,2021-02-11,17:14:42,ALLOW,UDP,192.168.1.166,43.229.65.1,55369,8181,0,-,-,-,-,SEND
23819,2021-02-11,17:14:42,ALLOW,UDP,192.168.1.166,43.229.65.1,55371,8181,0,-,-,-,-,SEND
23820,2021-02-11,17:14:42,ALLOW,UDP,192.168.1.166,151.106.248.1,55370,8181,0,-,-,-,-,SEND
23821,2021-02-11,17:14:42,ALLOW,UDP,192.168.1.166,75.2.9.108,55372,8181,0,-,-,-,-,SEND
23822,2021-02-11,17:14:42,ALLOW,UDP,192.168.1.166,99.83.187.195,55373,8181,0,-,-,-,-,SEND
23823,2021-02-11,17:14:42,ALLOW,UDP,192.168.1.166,13.248.220.97,55374,8181,0,-,-,-,-,SEND
23824,2021-02-11,17:14:42,ALLOW,UDP,192.168.1.166,75.2.69.178,55375,8181,0,-,-,-,-,SEND
23825,2021-02-11,17:14:42,ALLOW,UDP,192.168.1.166,43.229.65.1,55376,8181,0,-,-,-,-,SEND
23826,2021-02-11,17:14:42,ALLOW,UDP,192.168.1.166,43.229.65.1,55377,8181,0,-,-,-,-,SEND
23827,2021-02-11,17:14:42,ALLOW,UDP,192.168.1.166,43.229.65.1,55378,8181,0,-,-,-,-,SEND
23828,2021-02-11,17:14:42,ALLOW,UDP,192.168.1.166,75.2.9.108,55384,8181,0,-,-,-,-,SEND
23829,2021-02-11,17:14:42,ALLOW,UDP,192.168.1.166,99.83.187.195,55385,8181,0,-,-,-,-,SEND
23830,2021-02-11,17:14:42,ALLOW,UDP,192.168.1.166,43.229.65.1,55386,8181,0,-,-,-,-,SEND
23831,2021-02-11,17:14:42,ALLOW,UDP,192.168.1.166,13.248.220.97,55387,8181,0,-,-,-,-,SEND
23832,2021-02-11,17:14:42,ALLOW,UDP,192.168.1.166,75.2.9.108,55388,8181,0,-,-,-,-,SEND
23833,2021-02-11,17:14:42,ALLOW,UDP,192.168.1.166,43.229.65.1,55389,8181,0,-,-,-,-,SEND
23834,2021-02-11,17:14:42,ALLOW,UDP,192.168.1.166,43.229.65.1,55390,8181,0,-,-,-,-,SEND
23835,2021-02-11,17:14:42,ALLOW,UDP,192.168.1.166,13.248.220.97,55391,8181,0,-,-,-,-,SEND
23836,2021-02-11,17:14:42,ALLOW,UDP,192.168.1.166,75.2.9.108,55392,8181,0,-,-,-,-,SEND
23837,2021-02-11,17:14:42,ALLOW,UDP,192.168.1.166,43.229.65.1,55393,8181,0,-,-,-,-,SEND
23838,2021-02-11,17:14:42,ALLOW,UDP,192.168.1.166,43.229.65.1,55408,8181,0,-,-,-,-,SEND
23839,2021-02-11,17:14:43,ALLOW,UDP,192.168.1.166,43.229.65.1,55409,8181,0,-,-,-,-,SEND
23840,2021-02-11,17:15:03,ALLOW,UDP,192.168.1.166,192.168.1.1,64931,53,0,-,-,-,-,SEND
23841,2021-02-11,17:15:03,ALLOW,TCP,192.168.1.166,104.16.55.40,60611,443,0,-,0,0,0,SEND
23842,2021-02-11,17:15:04,ALLOW,UDP,192.168.1.166,192.168.1.1,57284,53,0,-,-,-,-,SEND
23843,2021-02-11,17:15:07,ALLOW,UDP,192.168.1.166,192.168.1.1,62143,53,0,-,-,-,-,SEND
23844,2021-02-11,17:15:07,ALLOW,UDP,192.168.1.166,172.217.174.67,62144,443,0,-,-,-,-,SEND
23845,2021-02-11,17:15:07,ALLOW,TCP,192.168.1.166,172.217.174.67,60614,443,0,-,0,0,0,SEND
23846,2021-02-11,17:15:08,ALLOW,UDP,192.168.1.166,192.168.1.1,56376,53,0,-,-,-,-,SEND
23847,2021-02-11,17:15:08,ALLOW,UDP,192.168.1.166,142.250.77.78,56377,443,0,-,-,-,-,SEND
23848,2021-02-11,17:15:08,ALLOW,TCP,192.168.1.166,142.250.77.78,60615,443,0,-,0,0,0,SEND
23849,2021-02-11,17:15:09,ALLOW,UDP,192.168.1.166,192.168.1.1,54791,53,0,-,-,-,-,SEND
23850,2021-02-11,17:15:09,ALLOW,UDP,192.168.1.166,142.250.67.206,54792,443,0,-,-,-,-,SEND
23851,2021-02-11,17:15:09,ALLOW,TCP,192.168.1.166,142.250.67.206,60616,443,0,-,0,0,0,SEND
23852,2021-02-11,17:15:09,ALLOW,UDP,192.168.1.166,142.250.67.206,54793,443,0,-,-,-,-,SEND
23853,2021-02-11,17:15:09,ALLOW,TCP,192.168.1.166,142.250.67.206,60617,443,0,-,0,0,0,SEND
23854,2021-02-11,17:15:16,ALLOW,UDP,192.168.1.166,192.168.1.1,50694,53,0,-,-,-,-,SEND
23855,2021-02-11,17:15:16,ALLOW,TCP,192.168.1.166,104.18.31.87,60620,443,0,-,0,0,0,SEND
23856,2021-02-11,17:15:18,ALLOW,TCP,127.0.0.1,127.0.0.1,60623,59497,0,-,0,0,0,SEND
23857,2021-02-11,17:15:18,ALLOW,TCP,127.0.0.1,127.0.0.1,60623,59497,0,-,0,0,0,RECEIVE
23858,2021-02-11,17:15:34,ALLOW,UDP,192.168.1.166,192.168.1.1,60143,53,0,-,-,-,-,SEND
23859,2021-02-11,17:15:34,ALLOW,TCP,192.168.1.166,104.18.31.87,60628,443,0,-,0,0,0,SEND
23860,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,13.248.220.97,60167,8181,0,-,-,-,-,SEND
23861,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,99.83.136.104,60165,8181,0,-,-,-,-,SEND
23862,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,43.229.65.1,60168,8181,0,-,-,-,-,SEND
23863,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,99.83.187.195,60166,8181,0,-,-,-,-,SEND
23864,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,43.229.65.1,60169,8181,0,-,-,-,-,SEND
23865,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,151.106.248.1,60170,8181,0,-,-,-,-,SEND
23866,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,75.2.69.178,60171,8181,0,-,-,-,-,SEND
23867,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,43.229.65.1,60172,8181,0,-,-,-,-,SEND
23868,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,75.2.9.108,60173,8181,0,-,-,-,-,SEND
23869,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,99.83.136.104,60174,8181,0,-,-,-,-,SEND
23870,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,151.106.248.1,60175,8181,0,-,-,-,-,SEND
23871,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,99.83.187.195,60176,8181,0,-,-,-,-,SEND
23872,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,43.229.65.1,60177,8181,0,-,-,-,-,SEND
23873,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,13.248.220.97,60178,8181,0,-,-,-,-,SEND
23874,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,75.2.69.178,60179,8181,0,-,-,-,-,SEND
23875,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,99.83.136.104,60180,8181,0,-,-,-,-,SEND
23876,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,43.229.65.1,60181,8181,0,-,-,-,-,SEND
23877,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,151.106.248.1,60182,8181,0,-,-,-,-,SEND
23878,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,99.83.187.195,60183,8181,0,-,-,-,-,SEND
23879,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,75.2.9.108,60184,8181,0,-,-,-,-,SEND
23880,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,99.83.136.104,60185,8181,0,-,-,-,-,SEND
23881,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,75.2.69.178,60186,8181,0,-,-,-,-,SEND
23882,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,43.229.65.1,60187,8181,0,-,-,-,-,SEND
23883,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,43.229.65.1,60188,8181,0,-,-,-,-,SEND
23884,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,13.248.220.97,60189,8181,0,-,-,-,-,SEND
23885,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,99.83.136.104,60190,8181,0,-,-,-,-,SEND
23886,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,43.229.65.1,60191,8181,0,-,-,-,-,SEND
23887,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,151.106.248.1,60192,8181,0,-,-,-,-,SEND
23888,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,99.83.187.195,60193,8181,0,-,-,-,-,SEND
23889,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,75.2.69.178,60194,8181,0,-,-,-,-,SEND
23890,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,99.83.136.104,60195,8181,0,-,-,-,-,SEND
23891,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,75.2.9.108,60196,8181,0,-,-,-,-,SEND
23892,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,43.229.65.1,60197,8181,0,-,-,-,-,SEND
23893,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,13.248.220.97,60198,8181,0,-,-,-,-,SEND
23894,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,151.106.248.1,60199,8181,0,-,-,-,-,SEND
23895,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,99.83.136.104,60200,8181,0,-,-,-,-,SEND
23896,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,43.229.65.1,60201,8181,0,-,-,-,-,SEND
23897,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,75.2.69.178,60202,8181,0,-,-,-,-,SEND
23898,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,43.229.65.1,60203,8181,0,-,-,-,-,SEND
23899,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,99.83.187.195,60204,8181,0,-,-,-,-,SEND
23900,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,99.83.136.104,60205,8181,0,-,-,-,-,SEND
23901,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,151.106.248.1,60206,8181,0,-,-,-,-,SEND
23902,2021-02-11,17:15:41,ALLOW,UDP,192.168.1.166,75.2.9.108,60207,8181,0,-,-,-,-,SEND
23903,2021-02-11,17:15:42,ALLOW,UDP,192.168.1.166,13.248.220.97,60208,8181,0,-,-,-,-,SEND
23904,2021-02-11,17:15:42,ALLOW,UDP,192.168.1.166,75.2.69.178,60209,8181,0,-,-,-,-,SEND
23905,2021-02-11,17:15:42,ALLOW,UDP,192.168.1.166,43.229.65.1,60210,8181,0,-,-,-,-,SEND
23906,2021-02-11,17:15:42,ALLOW,UDP,192.168.1.166,43.229.65.1,60211,8181,0,-,-,-,-,SEND
23907,2021-02-11,17:15:42,ALLOW,UDP,192.168.1.166,99.83.187.195,60212,8181,0,-,-,-,-,SEND
23908,2021-02-11,17:15:42,ALLOW,UDP,192.168.1.166,151.106.248.1,60213,8181,0,-,-,-,-,SEND
23909,2021-02-11,17:15:42,ALLOW,UDP,192.168.1.166,43.229.65.1,60214,8181,0,-,-,-,-,SEND
23910,2021-02-11,17:15:42,ALLOW,UDP,192.168.1.166,75.2.69.178,60216,8181,0,-,-,-,-,SEND
23911,2021-02-11,17:15:42,ALLOW,UDP,192.168.1.166,75.2.9.108,60217,8181,0,-,-,-,-,SEND
23912,2021-02-11,17:15:42,ALLOW,UDP,192.168.1.166,13.248.220.97,60218,8181,0,-,-,-,-,SEND
23913,2021-02-11,17:15:42,ALLOW,UDP,192.168.1.166,43.229.65.1,60219,8181,0,-,-,-,-,SEND
23914,2021-02-11,17:15:42,ALLOW,UDP,192.168.1.166,75.2.69.178,60220,8181,0,-,-,-,-,SEND
23915,2021-02-11,17:15:42,ALLOW,UDP,192.168.1.166,151.106.248.1,60221,8181,0,-,-,-,-,SEND
23916,2021-02-11,17:15:42,ALLOW,UDP,192.168.1.166,99.83.187.195,60222,8181,0,-,-,-,-,SEND
23917,2021-02-11,17:15:42,ALLOW,UDP,192.168.1.166,43.229.65.1,60223,8181,0,-,-,-,-,SEND
23918,2021-02-11,17:15:42,ALLOW,UDP,192.168.1.166,43.229.65.1,60224,8181,0,-,-,-,-,SEND
23919,2021-02-11,17:15:42,ALLOW,UDP,192.168.1.166,13.248.220.97,60225,8181,0,-,-,-,-,SEND
23920,2021-02-11,17:15:42,ALLOW,UDP,192.168.1.166,75.2.9.108,60226,8181,0,-,-,-,-,SEND
23921,2021-02-11,17:15:42,ALLOW,UDP,192.168.1.166,43.229.65.1,60227,8181,0,-,-,-,-,SEND
23922,2021-02-11,17:15:42,ALLOW,UDP,192.168.1.166,99.83.187.195,60228,8181,0,-,-,-,-,SEND
23923,2021-02-11,17:15:42,ALLOW,UDP,192.168.1.166,43.229.65.1,60229,8181,0,-,-,-,-,SEND
23924,2021-02-11,17:15:42,ALLOW,UDP,192.168.1.166,13.248.220.97,60230,8181,0,-,-,-,-,SEND
23925,2021-02-11,17:15:42,ALLOW,UDP,192.168.1.166,75.2.9.108,60231,8181,0,-,-,-,-,SEND
23926,2021-02-11,17:15:42,ALLOW,UDP,192.168.1.166,43.229.65.1,60232,8181,0,-,-,-,-,SEND
23927,2021-02-11,17:15:42,ALLOW,UDP,192.168.1.166,43.229.65.1,60233,8181,0,-,-,-,-,SEND
23928,2021-02-11,17:15:42,ALLOW,UDP,192.168.1.166,43.229.65.1,60234,8181,0,-,-,-,-,SEND
23929,2021-02-11,17:15:42,ALLOW,UDP,192.168.1.166,75.2.9.108,60235,8181,0,-,-,-,-,SEND
23930,2021-02-11,17:15:42,ALLOW,UDP,192.168.1.166,43.229.65.1,60236,8181,0,-,-,-,-,SEND
23931,2021-02-11,17:15:43,ALLOW,UDP,192.168.1.166,43.229.65.1,60237,8181,0,-,-,-,-,SEND
23932,2021-02-11,17:15:46,ALLOW,TCP,127.0.0.1,127.0.0.1,60634,60633,0,-,0,0,0,SEND
23933,2021-02-11,17:15:46,ALLOW,TCP,127.0.0.1,127.0.0.1,60634,60633,0,-,0,0,0,RECEIVE
23934,2021-02-11,17:15:46,ALLOW,UDP,192.168.1.166,192.168.1.1,61521,53,0,-,-,-,-,SEND
23935,2021-02-11,17:15:46,ALLOW,TCP,192.168.1.166,162.247.243.238,60635,443,0,-,0,0,0,SEND
23936,2021-02-11,17:15:50,ALLOW,UDP,127.0.0.1,127.0.0.1,61832,9999,0,-,-,-,-,SEND
23937,2021-02-11,17:15:50,ALLOW,UDP,192.168.56.1,239.255.255.250,61535,1900,0,-,-,-,-,SEND
23938,2021-02-11,17:15:50,ALLOW,UDP,192.168.99.1,239.255.255.250,61536,1900,0,-,-,-,-,SEND
23939,2021-02-11,17:15:50,ALLOW,UDP,192.168.99.1,239.255.255.250,61536,1900,0,-,-,-,-,RECEIVE
23940,2021-02-11,17:15:50,ALLOW,UDP,10.5.1.4,239.255.255.250,61537,1900,0,-,-,-,-,SEND
23941,2021-02-11,17:15:50,ALLOW,UDP,192.168.1.166,239.255.255.250,61538,1900,0,-,-,-,-,SEND
23942,2021-02-11,17:16:26,ALLOW,UDP,192.168.1.166,192.168.1.1,49287,53,0,-,-,-,-,SEND
23943,2021-02-11,17:16:26,ALLOW,TCP,192.168.1.166,23.221.54.249,60652,443,0,-,0,0,0,SEND
23944,2021-02-11,17:16:27,ALLOW,UDP,192.168.1.166,192.168.1.1,59856,53,0,-,-,-,-,SEND
23945,2021-02-11,17:16:27,ALLOW,TCP,192.168.1.166,23.221.54.203,60653,443,0,-,0,0,0,SEND
23946,2021-02-11,17:16:27,ALLOW,UDP,192.168.1.166,192.168.1.1,59197,53,0,-,-,-,-,SEND
23947,2021-02-11,17:16:27,ALLOW,TCP,192.168.1.166,161.69.25.95,60654,443,0,-,0,0,0,SEND
23948,2021-02-11,17:16:35,ALLOW,UDP,192.168.1.166,192.168.1.1,59401,53,0,-,-,-,-,SEND
23949,2021-02-11,17:16:35,ALLOW,TCP,192.168.1.166,104.208.16.0,60659,443,0,-,0,0,0,SEND
23950,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,99.83.136.104,59420,8181,0,-,-,-,-,SEND
23951,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,99.83.187.195,59421,8181,0,-,-,-,-,SEND
23952,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,13.248.220.97,59422,8181,0,-,-,-,-,SEND
23953,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,43.229.65.1,59423,8181,0,-,-,-,-,SEND
23954,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,43.229.65.1,59419,8181,0,-,-,-,-,SEND
23955,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,151.106.248.1,59424,8181,0,-,-,-,-,SEND
23956,2021-02-11,17:16:41,ALLOW,TCP,127.0.0.1,127.0.0.1,60663,60662,0,-,0,0,0,SEND
23957,2021-02-11,17:16:41,ALLOW,TCP,127.0.0.1,127.0.0.1,60663,60662,0,-,0,0,0,RECEIVE
23958,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,192.168.1.1,63829,53,0,-,-,-,-,SEND
23959,2021-02-11,17:16:41,ALLOW,TCP,192.168.1.166,23.217.53.86,60664,443,0,-,0,0,0,SEND
23960,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,75.2.69.178,63830,8181,0,-,-,-,-,SEND
23961,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,43.229.65.1,63831,8181,0,-,-,-,-,SEND
23962,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,75.2.9.108,63837,8181,0,-,-,-,-,SEND
23963,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,99.83.136.104,63838,8181,0,-,-,-,-,SEND
23964,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,151.106.248.1,63839,8181,0,-,-,-,-,SEND
23965,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,99.83.187.195,63840,8181,0,-,-,-,-,SEND
23966,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,13.248.220.97,63841,8181,0,-,-,-,-,SEND
23967,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,192.168.1.1,63838,53,0,-,-,-,-,SEND
23968,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,75.2.69.178,63839,8181,0,-,-,-,-,SEND
23969,2021-02-11,17:16:41,ALLOW,TCP,192.168.1.166,162.247.243.148,60665,443,0,-,0,0,0,SEND
23970,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,99.83.136.104,63840,8181,0,-,-,-,-,SEND
23971,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,43.229.65.1,63842,8181,0,-,-,-,-,SEND
23972,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,43.229.65.1,63843,8181,0,-,-,-,-,SEND
23973,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,99.83.187.195,63844,8181,0,-,-,-,-,SEND
23974,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,151.106.248.1,63845,8181,0,-,-,-,-,SEND
23975,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,13.248.220.97,63846,8181,0,-,-,-,-,SEND
23976,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,43.229.65.1,63848,8181,0,-,-,-,-,SEND
23977,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,43.229.65.1,63849,8181,0,-,-,-,-,SEND
23978,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,99.83.187.195,63847,8181,0,-,-,-,-,SEND
23979,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,99.83.136.104,63850,8181,0,-,-,-,-,SEND
23980,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,151.106.248.1,63851,8181,0,-,-,-,-,SEND
23981,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,75.2.69.178,63852,8181,0,-,-,-,-,SEND
23982,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,43.229.65.1,63853,8181,0,-,-,-,-,SEND
23983,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,75.2.9.108,63854,8181,0,-,-,-,-,SEND
23984,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,99.83.136.104,63855,8181,0,-,-,-,-,SEND
23985,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,99.83.187.195,63856,8181,0,-,-,-,-,SEND
23986,2021-02-11,17:16:41,ALLOW,UDP,192.168.1.166,13.248.220.97,63857,8181,0,-,-,-,-,SEND
23987,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,43.229.65.1,63858,8181,0,-,-,-,-,SEND
23988,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,75.2.69.178,63859,8181,0,-,-,-,-,SEND
23989,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,99.83.136.104,63860,8181,0,-,-,-,-,SEND
23990,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,43.229.65.1,63861,8181,0,-,-,-,-,SEND
23991,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,99.83.187.195,63862,8181,0,-,-,-,-,SEND
23992,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,75.2.9.108,63863,8181,0,-,-,-,-,SEND
23993,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,192.168.1.1,50231,53,0,-,-,-,-,SEND
23994,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,13.248.220.97,50232,8181,0,-,-,-,-,SEND
23995,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,99.83.136.104,50233,8181,0,-,-,-,-,SEND
23996,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,43.229.65.1,50234,8181,0,-,-,-,-,SEND
23997,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,75.2.69.178,50235,8181,0,-,-,-,-,SEND
23998,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,43.229.65.1,50236,8181,0,-,-,-,-,SEND
23999,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,99.83.187.195,50237,8181,0,-,-,-,-,SEND
24000,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,43.229.65.1,50238,8181,0,-,-,-,-,SEND
24001,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,99.83.136.104,50239,8181,0,-,-,-,-,SEND
24002,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,75.2.69.178,50240,8181,0,-,-,-,-,SEND
24003,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,75.2.9.108,50241,8181,0,-,-,-,-,SEND
24004,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,13.248.220.97,50242,8181,0,-,-,-,-,SEND
24005,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,99.83.187.195,50243,8181,0,-,-,-,-,SEND
24006,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,43.229.65.1,50244,8181,0,-,-,-,-,SEND
24007,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,43.229.65.1,50245,8181,0,-,-,-,-,SEND
24008,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,75.2.69.178,50246,8181,0,-,-,-,-,SEND
24009,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,43.229.65.1,50247,8181,0,-,-,-,-,SEND
24010,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,75.2.9.108,50248,8181,0,-,-,-,-,SEND
24011,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,13.248.220.97,50249,8181,0,-,-,-,-,SEND
24012,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,75.2.69.178,50250,8181,0,-,-,-,-,SEND
24013,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,43.229.65.1,50251,8181,0,-,-,-,-,SEND
24014,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,43.229.65.1,50252,8181,0,-,-,-,-,SEND
24015,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,151.106.248.1,50253,8181,0,-,-,-,-,SEND
24016,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,75.2.9.108,50254,8181,0,-,-,-,-,SEND
24017,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,13.248.220.97,50255,8181,0,-,-,-,-,SEND
24018,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,43.229.65.1,50256,8181,0,-,-,-,-,SEND
24019,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,43.229.65.1,50257,8181,0,-,-,-,-,SEND
24020,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,151.106.248.1,50258,8181,0,-,-,-,-,SEND
24021,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,43.229.65.1,50259,8181,0,-,-,-,-,SEND
24022,2021-02-11,17:16:42,ALLOW,UDP,192.168.1.166,151.106.248.1,50260,8181,0,-,-,-,-,SEND
24023,2021-02-11,17:16:43,ALLOW,UDP,192.168.1.166,151.106.248.1,50261,8181,0,-,-,-,-,SEND
24024,2021-02-11,17:16:43,ALLOW,UDP,192.168.1.166,43.229.65.1,50262,8181,0,-,-,-,-,SEND
24025,2021-02-11,17:16:43,ALLOW,UDP,192.168.1.166,43.229.65.1,50263,8181,0,-,-,-,-,SEND
24026,2021-02-11,17:16:43,ALLOW,UDP,192.168.1.166,43.229.65.1,50264,8181,0,-,-,-,-,SEND
24027,2021-02-11,17:16:43,ALLOW,UDP,192.168.1.166,75.2.9.108,50265,8181,0,-,-,-,-,SEND
24028,2021-02-11,17:16:43,ALLOW,UDP,192.168.1.166,75.2.9.108,50266,8181,0,-,-,-,-,SEND
24029,2021-02-11,17:16:44,ALLOW,UDP,192.168.1.166,192.168.1.1,50458,53,0,-,-,-,-,SEND
24030,2021-02-11,17:16:44,ALLOW,TCP,192.168.1.166,104.18.31.87,60666,443,0,-,0,0,0,SEND
24031,2021-02-11,17:16:58,ALLOW,TCP,127.0.0.1,127.0.0.1,60671,59497,0,-,0,0,0,SEND
24032,2021-02-11,17:16:58,ALLOW,TCP,127.0.0.1,127.0.0.1,60671,59497,0,-,0,0,0,RECEIVE
24033,2021-02-11,17:17:23,ALLOW,TCP,192.168.1.166,40.91.72.120,60684,443,0,-,0,0,0,SEND
24034,2021-02-11,17:17:27,ALLOW,UDP,192.168.1.166,192.168.1.1,50512,53,0,-,-,-,-,SEND
24035,2021-02-11,17:17:27,ALLOW,TCP,192.168.1.166,54.158.119.111,60685,443,0,-,0,0,0,SEND
